2.440137205093002581e+00 1.235867670153245854e+03 5.064746636270161844e+02
4.428121290336723970e-01 2.242731241022921154e+02 5.064746636270161844e+02
1.383477266838844644e+00 7.006961833578275218e+02 5.064746636270161844e+02
2.172373013246580165e+00 1.100251891156469355e+03 5.064746636270161844e+02
2.298655218322316340e+00 1.164210628494280627e+03 5.064746636270161844e+02
1.130737812041473278e+00 5.726900530040534250e+02 5.064746636270161844e+02
1.297105352713932458e+00 6.569509972045910899e+02 5.064746636270161844e+02
9.042424552327192888e-01 4.579758933512587191e+02 5.064746636270161844e+02
9.999599878632738914e-01 5.064543984935268099e+02 5.064746636270161844e+02
2.973889929984139702e+00 1.506199901952487835e+03 5.064746636270161844e+02
1.273621676910293266e+00 6.450571104012170736e+02 5.064746636270161844e+02
2.723468428294740118e+00 1.379367756119376963e+03 5.064746636270161844e+02
3.727667794121757305e-01 1.887969292141078483e+02 5.064746636270161844e+02
1.053835157084372698e+00 5.337408067026314029e+02 5.064746636270161844e+02
8.238925643204139115e-01 4.172807093789814417e+02 5.064746636270161844e+02
2.796065724298220090e+00 1.416136447192970309e+03 5.064746636270161844e+02
3.717269071013087900e-01 1.882702602352464680e+02 5.064746636270161844e+02
1.507475551390489166e+00 7.634981728164488004e+02 5.064746636270161844e+02
2.853328617054569083e-01 1.445138651540052024e+02 5.064746636270161844e+02
5.344829660828362972e-01 2.707020804611744325e+02 5.064746636270161844e+02
8.365389996854117882e-01 4.236858084765495391e+02 5.064746636270161844e+02
2.189660210137687468e-01 1.109007418386946853e+02 5.064746636270161844e+02
1.590038276778584558e+00 8.053141013855140500e+02 5.064746636270161844e+02
4.172454300779554481e-01 2.113242388486421817e+02 5.064746636270161844e+02
3.481586141607551643e-01 1.763335169959165967e+02 5.064746636270161844e+02
1.673593674167019207e+00 8.476327931720431934e+02 5.064746636270161844e+02
9.738339195034425577e-01 4.932222068090848097e+02 5.064746636270161844e+02
3.710948870760476304e+00 1.879501581055467796e+03 5.064746636270161844e+02
1.175897832482661887e+00 5.955624591663936371e+02 5.064746636270161844e+02
2.220726799857574985e-01 1.124741858965365395e+02 5.064746636270161844e+02
7.350323376462039038e-01 3.722752559643404879e+02 5.064746636270161844e+02
1.391980938999792139e+00 7.050030778551378035e+02 5.064746636270161844e+02
2.840820476542185613e+00 1.438803595281443222e+03 5.064746636270161844e+02
3.796356936894205170e-01 1.922758602621582043e+02 5.064746636270161844e+02
2.175700501029602940e-01 1.101937179412098686e+02 5.064746636270161844e+02
3.096017393285130925e-01 1.568054367847478261e+02 5.064746636270161844e+02
9.997024661204396700e-01 5.063239702554482164e+02 5.064746636270161844e+02
6.344026396651519795e-01 3.213088635284989891e+02 5.064746636270161844e+02
1.602698345878269981e+00 8.117261056242720088e+02 5.064746636270161844e+02
8.718693209146246570e-01 4.415797210369495360e+02 5.064746636270161844e+02
2.146700352546399237e+00 1.087249338963934633e+03 5.064746636270161844e+02
