-6.833333333333332860e+01 9.056395670446523809e+02
9.995000000000000000e+02 1.152171102744727023e+03
1.002611111111111086e+03 1.334494463034406408e+03
4.028111111111111313e+03 1.532374861810119910e+03
1.364805555555555475e+04 1.997994878182912316e+03
3.213516666666666788e+04 4.730646007346712395e+03
5.927877777777778101e+04 5.047627871146326470e+03
1.319505555555555620e+05 8.065237640683965765e+03
2.356057777777777810e+05 8.076752937761354588e+03
4.337360555555555620e+05 1.297261350899964418e+04
7.196703888888888760e+05 1.515033008406075714e+04
