9.937548724103116848e-01 7.108076663553918040e-02
9.854740064555520540e-01 6.345025875835826057e-02
1.039496887616604859e+00 7.500230763841599091e-02
1.181628228445450457e+00 8.827772588702688383e-02
1.228481457509772445e+00 8.591017874466624904e-02
2.460195290264119539e+00 1.632460292251428913e-01
3.734813702160264093e+00 2.222644830634374624e-01
5.678078886838013872e+00 3.248070415447730230e-01
1.093898838785845129e+01 5.763244298754932604e-01
3.142464269797718401e+01 1.509420845447328796e+00
1.849724867796891488e+02 8.496716150667140255e+00
7.395921274614539698e+02 3.313195438177920238e+01
2.342591136124428886e+03 9.230004850093570212e+01
1.709358129265571188e+04 5.905342149449681983e+02
9.348719549647100212e+04 2.038016790171077446e+03
